,name,duration,rating,review
945,lazis lazaro,3 years ago,5 stars,It's a lovely place
946,Shannon Putnam,5 years ago,5 stars,Strong sense of an amazing history
947,Efendi S,5 years ago,5 stars,Learn history of Javanese Kingdom and the ppl
948,Rizal Aditya,4 years ago,5 stars,beautiful historical place
949,misto jo,8 months ago,5 stars,Sip
950,Shandy Syamsurizal,2 years ago,5 stars,Cultural heritage indonesia
951,Ignatius Bambang,4 years ago,5 stars,Nice
952,tutut dya,3 years ago,5 stars,nice historical palace
953,Rainhard Fernando,6 years ago,5 stars,nice historical palace..
954,Liz Theurer,4 years ago,5 stars,Nice place to visit.
955,Kus Wati,8 months ago,5 stars,Amazing...
956,YGW Channel,4 years ago,5 stars,Must visited place for tourists
957,H R. Sindumurti,5 years ago,5 stars,My Lovely Legendary Islamic Palace
958,ogie yomi,5 years ago,5 stars,Amazing culture  .and poeple
959,69 Percent Arabica,5 years ago,5 stars,"Historic, elegant, beautiful design."
960,FADJAR KHAN 052,3 years ago,5 stars,Good yogyakarta
961,Hengky Irawan Moelyo,2 years ago,5 stars,Learn some history.
962,Ermy Ardhyanti,5 years ago,5 stars,I'm so grateful to be here
963,Rizky Arif,5 years ago,5 stars,"House of the king,very traditional."
964,Dwinner,3 years ago,5 stars,still original since few decade
965,Cosi Pilasto,9 years ago,5 stars,Nice palace love it
966,Dhila,4 years ago,5 stars,Good
967,Mochamad Dahlan,2 years ago,5 stars,Observing history of java
968,Isabela Diana,3 years ago,5 stars,One of yogya must visit icon
969,Mohamad Darien,5 years ago,5 stars,"Not much to say, historical place maybe?"
970,Dwi Mulyo Nugroho,3 years ago,5 stars,Legend city!
971,Heru Setiyanto,4 years ago,5 stars,Must be here if you go to jogja
972,Juli Chandra,5 years ago,5 stars,Top
973,Deny Cahyawati,4 years ago,5 stars,Symbol of Yogyakarta. Historical place
974,iswani anwar,4 years ago,5 stars,Historical Good palace
975,Can Dy Miin,4 years ago,5 stars,wow
976,Sulistyo Agustinus,3 years ago,5 stars,Great place to visit in yogya
977,TUMIRIN ARIYOABIMANYU,7 years ago,5 stars,happy home teras...
978,Harry Muhammad,7 years ago,5 stars,"Good ,"
979,Ferdyansyah Karnain,5 years ago,5 stars,The only one monarchy in Indonesia
980,Robert Yuliadi,4 years ago,5 stars,Nice historical places
981,Ibnu Saputra,a year ago,5 stars,Good place
982,Fandy Septiana,a year ago,5 stars,Nicee
983,Dela Abdullah saleh,a year ago,5 stars,Good place
984,Singgih Yuntoto,6 years ago,5 stars,a historic castle of Sultan Ngayogyakarta
985,Wisnu Abu Hilmy,a year ago,5 stars,Love this place
986,Lily El Ferawati,5 years ago,5 stars,must visit when youre in jogja
987,andre sinung,3 years ago,5 stars,Wonderfull hystorical building
988,Adi Wardoyo,5 years ago,5 stars,Cultural fountain
989,michael gandareta,4 years ago,5 stars,nice tourist attraction
990,Bing,5 years ago,5 stars,So many instagramable spot here
991,Aria Dingga Prehat Dhany,6 years ago,5 stars,Learn about historic place on jogja.
992,Wahyu Archpedia,3 years ago,5 stars,Culture of Indonesia is beautiful
993,Theresia Evalina,5 years ago,5 stars,All about Jogja is very nice 😍 …
994,Handani Nawangsih,3 years ago,5 stars,👍 …
995,Agung Wibowo,4 years ago,5 stars,Beautiful!
996,有難demo,5 years ago,5 stars,"""Must to see"" place when you are in Jogja"
997,Syahrizal Musa,5 years ago,5 stars,Interesting Place to Visit.....
998,Harder Little,4 years ago,5 stars,👍👍👍👍 …
999,laily bagus nugroho,4 years ago,5 stars,Love this place so much
1000,raden sopari,4 years ago,5 stars,Very beautiful palace
1001,yashinta aulia,3 years ago,5 stars,Nice place to be visited
1002,Dr. Amit Badola,3 years ago,5 stars,I dont like the place. 😔 …
1003,yadhi pranatha,2 years ago,5 stars,Like
1004,raiaa yu,5 years ago,5 stars,This place gave me goosebumps
1005,Afiyah Kamila,7 years ago,5 stars,The best place never! :):):);)
1006,putri yana sari,3 years ago,5 stars,Culture
1007,Dee Lesmana,4 years ago,5 stars,It’s nice
1008,Fardy Septiawan,5 years ago,5 stars,"Historical place, symbol of Jogja!"
1009,Ficky Jhon,3 years ago,5 stars,Very nice for history
1010,"Ika Yuanita Agustiningsih, S.Pd.",4 years ago,5 stars,Good place to visit
1011,Aldino Fian Utama,5 years ago,5 stars,See the beautiful Javanese Kingdom in Yogyakarta
1012,Dinda Octavianti,4 years ago,5 stars,Good tourism destination
1013,ocky oktriawan,a year ago,5 stars,Excelent
1014,Bryan Bimantoro,6 years ago,5 stars,Peacefully. Pure the original of Java
1015,Tegas Gagas Impian P Noviardhana,3 years ago,5 stars,Good for touring in jogja
1016,boedwi brontosantoso,3 years ago,5 stars,Wonderful centre of Yogyakarta culture
1017,Gadget Kita,5 years ago,5 stars,Special teritory call Djogdja
1018,Mega Sari Apriniarti,5 years ago,5 stars,It's cool
1019,suhaendi forlead,5 years ago,5 stars,Culture makin cool
1020,TC T,4 months ago,1 star,"ticket affordable but totally not worth it

If you are interested in the Sultan history, you can go and take a look but I …"
1021,Jenae Lien,5 years ago,1 star,"Not the fanciest of museums, but worth a visit if you are in the Yogya area and if you like to see items from history. It's been 27 years since this sultan lived here. Not a great place to take photos, but a good place to walk around. Much …"
1022,Stf Scw,4 years ago,1 star,"I should have had a look on the pictures, not the rating before going to the palace. It is absolutly uninteresting as there is not many areas or things to see. If you have a look at the pictures here -not only mines- you will see that the …"
1023,Jamie Harris,2 months ago,1 star,"Every time we got dropped off here, we were dropped at the fake entrance, which is always closed, where the people sat around try to direct you to buy batiks. Some big organised scam"
1024,Aleksandra O,a month ago,1 star,"During Ramadan it’s closing at 13:30, no information about it anywhere… the entrance it’s also hard to find"
1025,Ariadna Mañé,9 months ago,1 star,"If you are hoping to see the inside of the palace, DO NOT go here, from outside is enough. If you want to see royal carriages and a museum about some things the 10 Sultans have done, go. Also, the guide at the door is useless, they tell you …"
1026,Rachel Ainsworth,6 months ago,1 star,"Gave up,  when ten people all tell me to go to the water palace and even the ticket sellers point in the wrong direction its just not worth it."
1027,Aki Baihaki,a year ago,1 star,"Simply giving 1 star because this place should just shut during pandemic. We were a group of 10 calling in advance if it was open, was told 'yes' with no explanation. Also at ticket office, no explanation. We got in, we could only visit the …"
1028,Anne Hinrichs,9 months ago,1 star,"Was closed Sunday, (wasn't said anywhere), we were told it would be open Wednesday, was still closed on Wednesday. Would at least be nice to know when it's open before going there..."
1029,Evi Yuliati,4 years ago,1 star,"Terrible and definitely overrated. Dirty. Displays were not properly explain. Poor display, it's more like old warehouse than a museum. When i was there, i can smell cat poo. Apparently this is not a right place to see the palace, you …"
1030,Ong Ting Yong,3 years ago,1 star,"It was so bad that is was so sad. There’s nothing to see except for a few old buildings. Indoor is very stuffy. Old pots, ceremonial stuff, and shirts. Do yourself a favour and give it a miss. It was so bad that I didn’t take any photos."
1031,sandra wilson,4 years ago,1 star,Tour guide charges 50000 rupiah and I didn't understand most of his explanation.  The clothing exhibits are behind glass that glares so you don't see well .  It is all outdoor pavilions most of which you can see through the gates.  There is …
1032,Christoph Huber,6 years ago,1 star,"Don't waste you money and time.  They have a few old pics hanging on the wall and traditional cloth on mannequins.  Had to pay extra for photo permit, but there was really nothing interesting to take a photo of as you can see from the attached pic."
1033,Flip Schouten,5 years ago,1 star,"Nothing whatsoever to look at. There is NO palace, and while you still wait for something to happen/to look at, you're out again. One star is really too much of a compliment. Took no pictures of the palace which isn't there."
1034,Stefan Kunz,5 years ago,1 star,SCAM alert! Both worth a single dime. Only few dusty buildings and guides are very keen on taking you to a batik shop! Not worth a single dime of the Rp 7000 per person entry fee! …
1035,Yudhistira Dharma,3 years ago,1 star,"Actually we missed the hours, because the bejack driver take us to the unimportant shops, only for fee. If you want to visit, please straits into the Keraton parking yards. Other wise some agents or CALO everywhere. All the organize trip …"
1036,Sandeep Baliga,5 years ago,1 star,"Seriously avoid this place if you are tourist! The is total time waste and money just 2 rooms with 16 photos , and 15 status. In add to that unwanted guid follows you will speech make sure immediately say “ no guide please “ ."
1037,Teguh catur cahyono,2 years ago,1 star,Wonderfull place
1038,Juanma Muñoz,4 years ago,1 star,"An absolute waste of money and time. Old facilities, no signs at all and bad preservation of the place. Does a Sultan really lives there??"
1039,Nick Jolliffe,3 years ago,1 star,The only good thing about this place is the entrance price. Looks like a lot of fake reviews are pushing this way higher than it deserves.
1040,Sa Na,6 years ago,1 star,Very bad that it's not been taken care as it's need. It's not clean and needed to be added more facilities.  also no English printed guide..  not all of us prefer broken English guide.
1041,Marilyn Yong,5 years ago,1 star,Not so much to see
1042,Tom van Veen,4 years ago,1 star,Not much to see. The water castle (taman sari) however is beautiful.
1043,Stanislav,3 years ago,1 star,"If you're okay with paying more just because you're foreigner, then you're good to go"
1044,malthemal1,4 years ago,1 star,"The most boring place ever, hot nothing cool and it wastes your time"
1045,Lyda Marcela Rodriguez,4 years ago,1 star,"The place are very deteriorated and there not are information in English, not to much to see there ... go just if you don’t have anything to do ..."
1046,Annelies Van Welden,3 years ago,1 star,This is not the real palace. The real palace is a few meters further South. The ticket is not valid in both places like they tell you.
1047,Hay Retona,4 years ago,1 star,"There's only one thing to have a look, it's sultan's portrait, nothing else is worthy to visit"
1048,Henrik Karlsson,4 years ago,1 star,Don't know what the hype is all about. No information in English and the place is super worn down...
1049,yunita sari,4 years ago,1 star,Not much to see
1050,Elson Tan,4 years ago,1 star,Some old dude's house. Not terribly exciting.
1051,william soegijanto,6 years ago,1 star,This is very worst and very huge places and too much people go there
1052,Alexandre Kouka,5 years ago,1 star,"This place is so overrated, and is not even worth its cheap price"
1053,amit baghel,3 years ago,1 star,Run down place I would not recommend it
1054,Steffan Petersen,6 years ago,1 star,"Disappointing. Lots of plates, pottery and pictures and no explanation....."
1055,Thom D,5 years ago,1 star,Outside is nicer than the inside
1056,Sue Atkinson,4 years ago,1 star,"Difficult to find, not what you'd expect."
1057,Patrick Noland,4 years ago,1 star,Worst museum ever
1058,Marc Tormo,3 years ago,1 star,Not worth
1059,Daniel Tjondropuro,4 years ago,1 star,disappointing. poorly maintained.
1060,laras santika,9 years ago,1 star,Excited
1061,Ely Siswanto,2 years ago,1 star,Nice
1062,Cheryl Melhoff,3 years ago,1 star,great for kids.
1063,Nur Widarmanta,5 years ago,1 star,Nice place
1064,Suman Mondal,6 years ago,1 star,Almost nothing here
1065,fendi bell siregar,3 years ago,1 star,I am from jogja
1066,Ivan Winata,3 years ago,1 star,Tasteless.
1067,rosyid reza,4 years ago,1 star,Jossssssssss
1068,Patrick Riddle,4 days ago,1 star,"Lots of scams here and surrounding places even though they have rules from the Sultan, but the people that run any places around here are very vicious in talking advantage of you. Even the palace which SHOULD has a clear ticketing rules, …"
1069,dewi apriliani,2 months ago,1 star,"Tolong kepada pengurus lingkungan keraton , hari ini saya datang ke kraton dan tukang parkir di dekat alun alun yang ada tatonya nyuruh tanya ke pemandu , dan saya belum pernah kesana nurut aja  tanya , pas tanya masnya bilang kalau keraton …"
1070,Karina Dewi,4 days ago,1 star,Panas sekali dan banyak penipuan terutama dari tour guide
1071,adi annasr,5 years ago,1 star,"Kraton yogya adalah khazanah Indonesia, salah satu monumen penting terbentuknya NKRI, oleh karena itu perawatan dalam hal kebersihan perlu ditingkatkan untuk menjaga kenyamanan pengunjung, terutama pada miniatur penggambaran peristiwa masa lalu. good kratoon jogya."
1072,dwi endarta,a year ago,1 star,"Maaf, kmarin singgah di area keraton yogjakarta, ternyata blm ada akses masuk dalam kraton. Tempat parkir cuma diluar panas dan tarifnya msh tetap 10rb lumayan. Jadi kurang berkesan lah,"
1073,Mahmud Gatez,3 years ago,1 star,"Pokoknya mantaps
Dan gak cukup mahal
Klo make motor mh"
1074,michael meupelenberg,10 months ago,1 star,Kraton is not much to visit again after 10 years and still or already under renovation. Palace not possible to visit. Carriages and a small museum to see. Not worth it
1075,Irma Yanti,a year ago,1 star,"Google map selalu memberikan rute terburuk dan terjauh, seperti baru saja sy mencari ATM padahal SDH hampir sampai tapi malah di putar lewat gang kecil 2 kali baru di arahkan ketujuan yang benar"
1076,andres,5 years ago,1 star,"More symbolic than anything else, if you don't have time left, nothing happens, you can't do much and the photo is ba …"
1077,John Beast,3 years ago,1 star,"Kesini sejak jaman gw SD jaman itu ada kereta dipajang bersih, halaman bersih, lepas topi, plus dulu lg ada persiapan acara apa gtu wkt mampir pas hujan rintik"" tetap menyenangkan.Jaman now mohon maaf saja, saya sedih melihat area ini. …"
1078,Pamela Suryadjaya,4 years ago,1 star,"Sayang sekali,  keraton bersejarah yang mulai di tinggal. Berdebu dan kotor seperti tidak ada yang mengurus.  Kebanyakan informasi yang didapat hanya dr foto tua yang di bingkai.  Sangat sayang sekali,  semoga pemerintah jogja bisa membuka mata dan memperindah warisan budaya ini."
1079,Anwar Hidayat,6 years ago,1 star,"Sebagai kota wisata, jogja masih kurang cocok utk dijadikan tempat yg ideal untuk berwisata,,,khususnya warga yg seenaknya memanfaatkan situasi utk memperoleh penghasilan...contohnya mematok tarif parkir yang fantastis di mesjid area …"
1080,yandri aja,a year ago,1 star,"Tukang becak disana penipu,,nawarin naik becak 10ribu pas turun di mintak 70ribu."
